id,date,umpire,home,away,home_team_runs,away_team_runs,pitches_called,incorrect_calls,correct_calls,accuracy,consistency,favor_home,total_run_impact
689,2022-08-19,22,8,25,7,4,136,6,130,95.6,97.8,0.84,0.84
690,2022-08-19,56,23,30,3,6,178,17,161,90.4,91.6,-0.2,1.72
691,2022-08-19,14,20,24,2,10,137,7,130,94.9,93.4,-0.22,1.04
692,2022-08-19,86,1,26,1,5,146,4,142,97.3,95.9,-0.81,1.05
693,2022-08-19,61,14,15,2,1,123,6,117,95.1,95.1,0.02,0.78
694,2022-08-18,38,26,8,13,0,150,9,141,94,91.3,-0.42,1.1
695,2022-08-18,6,28,20,10,3,159,6,153,96.2,95.6,-0.82,1.1
696,2022-08-18,75,9,11,5,21,200,15,185,92.5,91.5,1.75,2.47
697,2022-08-18,43,16,14,5,3,155,11,144,92.9,92.9,-0.09,0.81
698,2022-08-18,25,3,5,2,3,141,9,132,93.6,93.6,-0.49,1.01
699,2022-08-18,73,25,1,0,5,133,5,128,96.2,94.7,0.1,0.6
700,2022-08-18,11,22,4,8,2,133,10,123,92.5,94.7,-0.36,1.36
701,2022-08-18,12,19,29,2,9,150,6,144,96,94,-0.08,0.6
702,2022-08-18,29,27,12,7,1,125,10,115,92,94.4,-0.74,1.22
703,2022-08-18,85,2,18,3,2,115,7,108,93.9,93,0.06,0.52
704,2022-08-18,90,23,30,1,3,157,13,144,91.7,91.1,1.03,1.93
705,2022-08-17,8,6,21,1,0,129,4,125,96.9,94.6,-0.49,0.49
706,2022-08-17,40,30,5,2,3,127,11,116,91.3,92.1,1.17,1.49
707,2022-08-17,42,17,12,4,0,136,5,131,96.3,96.3,0.38,0.38
708,2022-08-17,58,29,3,6,1,120,7,113,94.2,91.7,0.4,1
709,2022-08-17,70,13,24,7,11,162,11,151,93.2,91.4,-0.57,1.53
710,2022-08-17,10,15,23,3,10,187,9,178,95.2,94.1,-0.32,1.64
711,2022-08-17,33,22,4,3,8,139,10,129,92.8,89.2,0.86,2
712,2022-08-17,39,19,27,8,7,174,12,162,93.1,94.3,-0.08,1.26
713,2022-08-17,68,7,10,8,4,169,9,160,94.7,95.3,1.07,2.03
714,2022-08-17,92,2,18,7,9,165,3,162,98.2,94.5,-0.45,0.45
715,2022-08-17,20,26,8,5,1,136,3,133,97.8,94.9,0.29,0.47
716,2022-08-17,59,28,20,2,7,152,11,141,92.8,91.4,0.71,1.73
717,2022-08-17,17,9,11,2,3,146,10,136,93.2,93.2,0.42,1.06
718,2022-08-17,84,16,14,1,2,148,7,141,95.3,94.6,-0.48,0.82
719,2022-08-17,28,25,1,2,3,160,10,150,93.8,92.5,-0.26,1.48
720,2022-08-16,37,6,21,4,11,152,10,142,93.4,92.1,0.64,2.38
721,2022-08-16,1,15,23,4,3,172,13,159,92.4,90.7,0.78,2.42
722,2022-08-16,45,30,5,5,7,167,14,153,91.6,94.6,0.31,1.45
723,2022-08-16,78,22,4,3,5,147,12,135,91.8,93.2,-0.12,1.46
724,2022-08-16,21,19,27,1,3,139,10,129,92.8,92.8,1.13,1.33
725,2022-08-16,72,29,3,2,4,142,9,133,93.7,95.1,0.2,0.8
726,2022-08-16,53,7,10,3,4,150,6,144,96,93.3,0.01,0.49
727,2022-08-16,65,2,18,5,0,133,11,122,91.7,93.2,0.83,1.73
728,2022-08-16,30,17,12,9,0,161,9,152,94.4,91.9,-0.24,1.06
729,2022-08-16,44,26,8,5,4,142,12,130,91.5,94.4,-0.29,1.01
730,2022-08-16,41,28,20,1,5,137,4,133,97.1,95.6,0.14,0.36
731,2022-08-16,35,9,11,4,3,135,7,128,94.8,94.1,0.5,1.2
732,2022-08-16,32,16,14,5,4,199,9,190,95.5,93,-0.42,1.22
733,2022-08-16,15,13,24,2,8,161,8,153,95,90.7,0.13,0.71
734,2022-08-16,26,25,1,2,1,123,10,113,91.9,91.1,-0.79,1.01
735,2022-08-15,69,7,10,4,1,128,4,124,96.9,96.1,0.1,0.42
736,2022-08-15,4,7,10,5,7,135,4,131,97,93.3,-0.04,0.94
737,2022-08-15,52,6,21,3,4,133,7,126,94.7,93.2,-0.32,0.64
738,2022-08-15,29,15,23,3,0,158,12,146,92.4,93,-0.35,0.99
739,2022-08-15,91,30,5,5,4,157,8,149,94.9,94.9,-0.1,0.8
740,2022-08-15,27,19,27,0,4,140,12,128,91.4,92.1,0.71,1.15
741,2022-08-15,24,29,3,3,7,169,7,162,95.9,94.7,0.07,0.65
742,2022-08-15,88,2,18,13,1,173,9,164,94.8,93.6,-0.54,1.24
743,2022-08-15,62,17,12,4,2,126,6,120,95.2,96,0.08,0.36
744,2022-08-15,86,28,20,2,1,171,15,156,91.2,93,0.4,1.56
745,2022-08-15,22,9,11,4,2,101,6,95,94.1,96,-0.48,0.48
746,2022-08-15,19,16,14,0,4,170,12,158,92.9,94.7,1.12,2.12
747,2022-08-15,56,13,24,2,6,150,15,135,90,90,-0.32,1.52
748,2022-08-15,61,25,1,6,1,150,8,142,94.7,90.7,0.36,0.62
749,2022-08-14,71,30,23,0,6,153,9,144,94.1,90.8,0,1.9
750,2022-08-14,49,29,7,2,7,137,5,132,96.4,94.2,0.26,0.54
751,2022-08-14,64,6,5,8,5,173,12,161,93.1,95.4,-0.54,2.22
752,2022-08-14,12,27,3,4,1,109,6,103,94.5,97.2,-0.74,0.9
753,2022-08-14,10,18,21,6,0,159,6,153,96.2,94.3,0.17,1.29
754,2022-08-14,87,15,2,1,3,184,13,171,92.9,94,-0.78,1.9
755,2022-08-14,85,12,14,4,0,130,7,123,94.6,97.7,0.38,0.72
756,2022-08-14,75,11,20,6,3,133,10,123,92.5,93.2,-0.07,1.13
757,2022-08-14,47,9,10,5,3,135,10,125,92.6,93.3,-0.14,0.78
758,2022-08-14,82,26,16,6,3,141,10,131,92.9,94.3,-0.14,1.32
759,2022-08-14,25,28,24,5,3,154,12,142,92.2,93.5,0.96,2.34
760,2022-08-14,43,8,1,4,7,156,6,150,96.2,93.6,0.1,0.42
761,2022-08-14,23,25,22,8,7,176,10,166,94.3,96,0.6,1.32
762,2022-08-14,73,13,17,4,2,117,8,109,93.2,94,-0.42,0.74
763,2022-08-14,80,4,19,3,0,104,12,92,88.5,93.3,-0.25,1.31
764,2022-08-13,53,15,2,2,5,139,8,131,94.2,94.2,1.17,1.69
765,2022-08-13,68,15,2,2,6,159,11,148,93.1,95,0.86,1.38
766,2022-08-13,46,29,7,2,1,133,10,123,92.5,93.2,0.56,1.18
767,2022-08-13,8,27,3,8,2,155,9,146,94.2,94.8,0.27,1.07
768,2022-08-13,3,6,5,2,7,154,14,140,90.9,92.9,-1.2,2.28
769,2022-08-13,72,30,23,4,3,177,16,161,91,93.2,-0.26,1.66
770,2022-08-13,17,12,14,3,13,164,12,152,92.7,92.7,-0.9,1.86
771,2022-08-13,7,11,20,8,0,147,13,134,91.2,91.2,-0.5,1.68
772,2022-08-13,63,18,21,1,0,109,9,100,91.7,89.9,0.45,0.71
773,2022-08-13,38,9,10,6,4,102,7,95,93.1,94.1,0.18,0.88
774,2022-08-13,40,28,24,7,4,160,5,155,96.9,93.8,-0.45,0.97
775,2022-08-13,51,4,19,2,3,148,7,141,95.3,92.6,-0.14,0.82
776,2022-08-13,14,26,16,2,3,143,11,132,92.3,91.6,-0.14,0.86
777,2022-08-13,55,8,1,0,6,150,18,132,88,92,0.56,1.42
778,2022-08-13,74,25,22,2,0,164,7,157,95.7,97,-0.64,1.86
779,2022-08-13,28,13,17,5,3,170,11,159,93.5,94.7,-0.01,1.53
780,2022-08-12,69,15,2,3,4,157,11,146,93,94.3,-0.08,0.94
781,2022-08-12,35,30,23,5,10,216,11,205,94.9,95.4,-0.2,1.42
782,2022-08-12,21,29,7,0,8,152,12,140,92.1,90.8,0.75,1.41
783,2022-08-12,37,27,3,3,10,141,12,129,91.5,94.3,0.01,0.97
784,2022-08-12,83,18,21,1,2,130,10,120,92.3,93.1,-0.51,1.51
785,2022-08-12,2,9,10,2,0,138,4,134,97.1,94.9,0.36,0.36
786,2022-08-12,60,4,19,3,2,162,12,150,92.6,93.2,-0.48,1.48
787,2022-08-12,45,28,24,2,6,169,12,157,92.9,92.3,-1.44,2.24
788,2022-08-12,65,12,14,3,8,170,5,165,97.1,97.1,-0.03,0.47
789,2022-08-12,13,11,20,7,5,160,11,149,93.1,92.5,-1.52,1.96
790,2022-08-12,33,26,16,3,1,152,10,142,93.4,92.8,0.45,1.25
791,2022-08-12,84,8,1,5,3,132,5,127,96.2,91.7,-0.3,0.74
792,2022-08-12,26,13,17,0,4,152,13,139,91.4,88.8,-0.41,1.35
793,2022-08-12,42,25,22,5,3,176,7,169,96,93.2,0.02,0.82
794,2022-08-11,78,21,15,0,3,163,5,158,96.9,95.1,-0.43,0.49
795,2022-08-11,24,10,7,3,4,152,5,147,96.7,94.7,-0.38,0.86
796,2022-08-11,52,11,28,7,3,150,9,141,94,94,0.85,2.49
797,2022-08-11,91,12,9,5,3,136,8,128,94.1,93.4,-0.39,0.99
798,2022-08-11,30,8,26,8,6,176,11,165,93.8,92,-0.23,0.91
799,2022-08-11,36,1,22,9,3,168,7,161,95.8,95.8,-0.48,0.86
800,2022-08-11,70,4,3,4,3,132,7,125,94.7,92.4,0.29,1.55
801,2022-08-10,16,18,6,10,2,161,9,152,94.4,93.8,1.8,2.16
802,2022-08-10,81,16,27,4,3,147,3,144,98,96.6,-0.19,0.39
803,2022-08-10,66,5,30,4,2,127,4,123,96.9,97.6,-0.43,0.61
804,2022-08-10,88,20,13,4,5,167,6,161,96.4,94,0.19,0.77
805,2022-08-10,32,23,25,13,7,161,7,154,95.7,93.8,0.23,0.65
806,2022-08-10,54,24,19,4,3,147,15,132,89.8,94.6,0.14,1.88
807,2022-08-10,82,21,15,4,3,109,4,105,96.3,96.3,-0.38,1
808,2022-08-10,12,10,7,2,3,141,6,135,95.7,94.3,-0.29,0.49
809,2022-08-10,1,4,2,4,8,146,3,143,97.9,95.2,0.04,0.42
810,2022-08-10,73,11,28,4,8,160,10,150,93.8,92.5,-0.99,1.11
811,2022-08-10,25,12,9,8,3,160,9,151,94.4,95,-0.1,0.92
812,2022-08-10,23,8,26,5,9,151,11,140,92.7,95.4,-0.93,1.21
813,2022-08-10,47,1,22,4,6,159,11,148,93.1,93.7,0.51,1.21
814,2022-08-10,68,14,17,8,5,153,5,148,96.7,94.8,-0.27,0.37
815,2022-08-09,45,12,9,4,2,117,7,110,94,90.6,-0.16,0.6
816,2022-08-09,40,12,9,2,3,134,4,130,97,97.8,-0.46,0.54
817,2022-08-09,80,3,29,6,5,131,14,117,89.3,95.4,0.28,1.8
818,2022-08-09,14,21,15,4,1,130,3,127,97.7,96.9,-0.01,0.59
819,2022-08-09,8,10,7,2,5,124,10,114,91.9,95.2,-1.45,1.77
820,2022-08-09,71,18,6,6,2,128,3,125,97.7,97.7,-0.27,0.43
821,2022-08-09,10,4,2,7,9,185,10,175,94.6,95.7,0.53,1.31
822,2022-08-09,49,5,30,5,6,175,8,167,95.4,91.4,-0.18,0.96
823,2022-08-09,28,11,28,7,5,130,4,126,96.9,96.2,0.03,0.27
824,2022-08-09,64,16,27,5,3,136,9,127,93.4,97.1,-0.13,1.33
825,2022-08-09,4,8,26,16,5,164,13,151,92.1,90.2,-1.16,1.6
